1: 55-21×1=
1314: 84-46+49=
1315: 69-9×5=
1316: 3×21-40=
1317: 74-52+62=
1318: 88+1-51=
1319: 47-22+62=
1320: 50+39-57=
1321: 95-(14+4)=
1322: 3×23+10=
1323: 8+48+3=
1324: 18+72-75=
1325: 85-(25-16)=
1326: 78-18×4=
1327: 57-29+51=
1328: 69+6-5=
1329: 61+20+6=
1330: 71+8-74=
1331: 8×12-41=
1332: 3×10+59=
1333: 62+14-14=
1334: 57-11×5=
1335: 50×1-1=
1336: 4×13-5=
1337: 3×29-12=
1338: 62-23+31=
1339: 1×62-26=
1340: 85-59+4=
1341: 67×1-32=
1342: 1×36-22=
1343: 41×1-29=
1344: 78+16-55=
1345: 3×16+1=
1346: 90-48×1=
1347: 52+44-81=
1348: 35-13+16=
1349: 89-(94-33)=
1350: 83+13-36=
1351: 77-12-38=
1352: 63+6-26=
1353: 96-41+6=
1354: 76-(54-7)=
1355: 28-6+37=
1356: 98-1×67=
1357: 99×1-73=
1358: 1×46-4=
1359: 50-28-5=
1360: 92-6×5=
1361: 71-34+9=
1362: 75-51+15=
1363: 84-2×32=
1364: 3×10-16=
1365: 79-54×1=
1366: 3+95-14=
1367: 1×25+10=
1368: 4+81+1=
1369: 1×25+55=
1370: 67-(79-52)=
1371: 61+17-8=
1372: 51-2×13=
1373: 47-3+12=
1374: 37-36×1=
1375: 79-(8+29)=
1376: 48-1×16=
1377: 2×38-10=
1378: 35-34+24=
1379: 5×13+12=
1380: (54-42)×1=
1381: 63+21-61=
1382: 1×48-1=
1383: 14+71-56=
1384: 94-(92-51)=
1385: 61-43+1=
1386: 31×2-1=
1387: 28×2+23=
1388: 21+75-54=
1389: 70-48+11=
1390: 19+47+28=
1391: 42-(34-27)=
1392: 1×41+54=
1393: 7+82+5=
1394: 16×6-59=
1395: 87+8-81=
1396: 62+33-42=
1397: 3+31+10=
1398: 12×7-38=
1399: 45+51-53=
1400: 70-49-13=
1401: 77-(93-59)=
1402: 80×1-29=
1403: 49+25-7=
1404: 1×82-22=
1405: 1×20+38=
1406: 47+21-14=
1407: 89-10+5=
1408: 61-(93-72)=
1409: 31×3-39=
1410: 30+62-28=
1411: 43+16-32=
1412: 84-(96-57)=
1413: 66-7×2=
1414: 57-38+64=
1415: 26+12+3=
1416: 74-6×10=
1417: 25+46-38=
1418: 1×6+32=
1419: 63-1-39=
1420: 89-81+27=
1421: 13-9+67=
1422: 77-14-57=
1423: 69-(62-5)=
1424: 21+31-11=
1425: 51-(91-76)=
1426: 2×48-1=
1427: 13+45+16=
1428: 25+71-77=
1429: 77-60+63=
1430: 41×1+26=
1431: 1×74-44=
1432: 99-43×2=
1433: 68+4-30=
1434: 75-40+49=
1435: 1×32+52=
1436: 35-3+11=
1437: 1×99-6=
1438: 14+4+50=
1439: 38-(72-38)=
1440: 3×28-23=
1441: 70-(25+32)=
1442: 98-(84+12)=
1443: 43-18+7=
1444: 4+87-2=
1445: 28-10+63=
1446: 93-(99-77)=
1447: 62+26-47=
1448: 35+38-51=
1449: 46+38-15=
1450: 43-39+87=
1451: 14-(26-20)=
1452: 36+43-11=
1453: 67+15-31=
1454: 74-(9+47)=
1455: 1×74+18=
1456: 88-(82-38)=
1457: 47+49-19=
1458: 58+34-42=
1459: 91-(6+55)=
1460: 85+9-35=
1461: 1×70-45=
1462: 97-13×7=
1463: 69-15×3=
1464: 2+79+3=
1465: 31-29+21=
1466: 64-(71-31)=
1467: 73-16+22=
1468: 62+20-41=
1469: 97-34×1=
1470: 78-(62-1)=
1471: 88-47-33=
1472: 45-21+34=
1473: 73-5-6=
1474: 93+4-17=
1475: 41+12-27=
1476: 19×5-32=
1477: 53×1-6=
1478: 84-21+35=
1479: 3×1+13=
1480: 96-17-41=
1481: 98-42×1=
1482: 17+54+12=
1483: 6+16+32=
1484: 98-(19+67)=
1485: 37+29+16=
1486: 95-82×1=
1487: 49-(64-53)=
1488: 7+66+11=
1489: 3+38+15=
1490: 4×9-6=
1491: 7×9+3=
1492: 98-(99-93)=
1493: 74-59+38=
1494: 35-8+38=
1495: 56+8-51=
1496: 93-7×13=
1497: 33+62-41=
1498: 3×24-59=
1499: 82-62+35=
1500: 10+34-4=
1501: 27-12+76=
1502: 5×12+39=
1503: 37+17-34=
1504: 98-(18+16)=
1505: 99-45+8=
1506: 75-8-65=
1507: 12+82-81=
1508: 88-37×1=
1509: 78-51-23=
1510: 22+53-66=
1511: 54+29-8=
1512: 27×3+14=
1513: 49×2-14=
1514: 7×5+20=
1515: 45+26-32=
1516: 55-5-31=
1517: 73-35×1=
1518: 60-51+29=
1519: 75-(76-50)=
1520: 12-11+74=
1521: 79+15-77=
1522: 96-88+56=
1523: 99-25-28=
1524: 66-9×2=
1525: 88-26×3=
1526: 14+25+3=
1527: 27-10+23=
1528: 53+11-51=
1529: 74-(57-22)=
1530: 74-(38-7)=
1531: 42-36+43=
1532: 40-35+42=
1533: 97-14-7=
1534: 25×1+66=
1535: 82-(32-23)=
1536: (41+49)×1=
1537: 19+69-58=
1538: 18×1+32=
1539: 42-6+60=
1540: 1×75+3=
1541: (29-21)×9=
1542: 6×12-43=
1543: 20+47+25=
1544: 1×22-9=
1545: 92-79×1=
1546: 71-(87-37)=
1547: 81-49+21=
1548: 98-(29-29)=
1549: 42+39-67=
1550: 85-32-18=
1551: 98-35×2=
1552: 91-(96-79)=
1553: 73-(3+16)=
1554: 78-23+28=
1555: 2×34-63=
1556: 26+67-60=
1557: 12×3+3=
1558: 31+4-32=
1559: 49-(70-23)=
1560: 97-(13+23)=
1561: 5×11-20=
1562: 79-69-7=
1563: 39-(16+20)=
1564: 63-(11+47)=
1565: 42+44-81=
1566: 44-(60-16)=
1567: 30-(72-50)=
1568: 46-(78-67)=
1569: 65-1×18=
1570: 52-(20-17)=
1571: 21×4+4=
1572: 53-(66-33)=
1573: 31×1+61=
1574: 13+83-16=
1575: 41+39-35=
1576: 24×1+34=
1577: 16+36+34=
1578: 47+42-15=
1579: 4×21-1=
1580: 76-(65-12)=
1581: 15+62-47=
1582: 81-(89-51)=
1583: 4×21-30=
1584: 96-(83+4)=
1585: 78-(75-14)=
1586: 34-(66-39)=
1587: 16×3+25=
1588: 88-(25-23)=
1589: 93-2×46=
1590: 1×79-37=
1591: 5×18-7=
1592: 19-(48-47)=
1593: 14-(76-65)=
1594: 28+67-27=
1595: 1×1×17=
1596: 79-(83-75)=
1597: 4×20-12=
1598: 1×3+53=
1599: 46-13×3=
1600: 59-19+12=
1601: 83-44+46=
1602: 65-51-13=
1603: 9×11-56=
1604: 68+21+6=
1605: 51-(76-67)=
1606: 46-1×42=
1607: 42+40-66=
1608: 72+8-18=
1609: 97-7×1=
1610: 94×1-92=
1611: 16×4-9=
1612: 98-21-29=
1613: 66-9×5=
1614: (23-13)×8=
1615: 74-(57-6)=
1616: 89-(35-13)=
1617: 71-40-4=
1618: 96-10×7=
1619: 73-60×1=
1620: 32+48-41=
1621: 19×4-42=
1622: 5-(34-33)=
1623: 15×3×2=
1624: 17×4-67=
1625: 42-19×2=
1626: 3×7+39=
1627: 35+64-5=
1628: 54-(90-87)=
1629: 6×10-13=
1630: 46×2-83=
1631: 51-(14+31)=
1632: 73-(60-39)=
1633: 73-29×2=
1634: 83-3-6=
1635: 1×43+46=
1636: 7×13-88=
1637: 12+29+27=
1638: 28×3-77=
1639: 53×1+29=
1640: 1×60+33=
1641: 63-1+2=
1642: 16+37+16=
1643: 51-38×1=
1644: 47+7-27=
1645: 95-(76-74)=
1646: 40-13+16=
1647: 19×1+20=
1648: 14+13+70=
1649: 62-40×1=
1650: 9+71-61=
1651: 60-2×24=
1652: 25+45-25=
1653: 47-6+33=
1654: 4×21-15=
1655: 81-26×1=
1656: 1×44+7=
1657: 70-(15-1)=
1658: 41+23-32=
1659: 70-1×41=
1660: 16+16-1=
1661: 1×65-7=
1662: 70-15+7=
1663: 81-(53-16)=
1664: 74-2×4=
1665: 87-19+26=
1666: 96-90+72=
1667: 66-60+30=
1668: 61×1-60=
1669: (35-34)×38=
1670: 79-58+22=
1671: 24+12-16=
1672: 97-(63+28)=
1673: 85×1-7=
1674: 14×4-47=
1675: 83-(38-34)=
1676: 99-86+77=
1677: 55-(94-55)=
1678: 68-13-36=
1679: 99×1-7=
1680: 25+48+13=
1681: 3+85-56=
1682: 15-7×2=
1683: 13×7-37=
1684: 76-(8+52)=
1685: 4+69-13=
1686: 52+39-79=
1687: 33-4+8=
1688: 43+27-50=
1689: 37+23-43=
1690: 1×73-3=
1691: 9×7-5=
1692: 96-(41-19)=
1693: 94-8-35=
1694: 96-(79-29)=
1695: 89-(32+35)=
1696: 77-12+4=
1697: 55×1+16=
1698: 11×5-49=
1699: 4×14-55=
1700: 70-10-42=
1701: 82-(95-56)=
1702: 87-(27+13)=
1703: 26-1×16=
1704: 30+22-21=
1705: 80+13+3=
1706: 10+17+58=
1707: 72-(84-38)=
1708: 11×9-4=
1709: 1+30+14=
1710: 85-39-34=
1711: 89-7×4=
1712: 56-(32+9)=
1713: 46+31-12=
1714: 20-(56-43)=
1715: 77-46-18=
1716: 81-(3+43)=
1717: 3×32-17=
1718: 3×13+21=
1719: 1×56-33=
1720: 36×2-8=
1721: 3×28-33=
1722: 18+32-11=
1723: 38-16+68=
1724: 94-67-25=
1725: 13×2+25=
1726: 94-1×86=
1727: 99-(23+67)=
1728: 72-6+22=
1729: 68+21-76=
1730: 13+43-12=
1731: 27-5+68=
1732: 1×10×5=
1733: 88-52+36=
1734: 19×1+58=
1735: 11×8-44=
1736: 60-14+38=
1737: 52-29×1=
1738: 47+6-14=
1739: 50-15+7=
1740: 33-(48-15)=
1741: 32×2-39=
1742: 30×3-11=
1743: 69-64+91=
1744: 29-6+38=
1745: 75×1-11=
1746: 88+9-90=
1747: 53+2-49=
1748: 12+82-55=
1749: 66-11×6=
1750: 61+32-71=
1751: 23-(51-40)=
1752: 8-2×3=
1753: 39+32-23=
1754: 1×42-25=
1755: 1×39+36=
1756: 37-(13+7)=
1757: 1×69-16=
1758: 6×5-6=
1759: 77+16-22=
1760: 55-(38-17)=
1761: 14×5+11=
1762: 97-69-20=
1763: 73-72+3=
1764: 40-29+68=
1765: 61+15+7=
1766: 80-(3+8)=
1767: 38×2-66=
1768: 81-(79-41)=
1769: 87-1×57=
1770: 96-32×3=
1771: 27-(55-32)=
1772: 44+38-25=
1773: 72-55+34=
1774: 1×99-67=
1775: 32-(59-30)=
1776: 30×3-44=
1777: 84-13×6=
1778: 69-(65-46)=
1779: 55-22-15=
1780: 7×12-16=
1781: 12+84-34=
1782: 4×6+64=
1783: 27+41-60=
1784: 32+47-73=
1785: 54+4-1=
1786: 48+41-52=
1787: 2×23+36=
1788: 88-13-10=
1789: 59-7×7=
1790: 41+10-41=
1791: 65-9-33=
1792: (54-50)×1=
1793: 65-30+63=
1794: 59-9×6=
1795: 22-11+53=
1796: 46-(32-7)=
1797: 80-56-9=
1798: 61+8-46=
1799: 9+43-14=
1800: 58-27+6=
1801: 81-66+69=
1802: 32-(9+4)=
1803: 33-19+21=
1804: 45+35+11=
1805: 5×12-14=
1806: 63+5-41=
1807: 49-30+28=
1808: 34+24-2=
1809: 1×7+71=
1810: 58-(69-50)=
1811: 34-(23+1)=
1812: 93-8-61=
1813: 30×1+13=
1814: 90×1-75=
1815: 43-1×14=
1816: 74-8-5=
1817: 96-(76-57)=
1818: 1×55+2=
1819: 67-61+74=
1820: 75-5×11=
1821: 62-12×1=
1822: 52-6-12=
1823: 38-8+12=
1824: 83-25-8=
1825: 1×90-89=
1826: 53-(54-46)=
1827: 2×29-56=
1828: 56-2×15=
1829: 30+66-87=
1830: 96-3-27=
1831: 39-22+65=
1832: 1+17+12=
1833: 98-(26+63)=
1834: (94-56)×2=
1835: 99-40+15=
1836: 79+3-15=
1837: 9×10-12=
1838: 59+40-40=
1839: 80-67+30=
1840: 80-(83-52)=
1841: 76-27-19=
1842: 25+69-82=
1843: 76×1-48=
1844: 24-(46-24)=
1845: 2×38-12=
1846: 49-1×48=
1847: 63+15-3=
1848: 99-21-74=
1849: 69-20×2=
1850: 72-2×36=
1851: 17+12+35=
1852: 48+46-85=
1853: 33+5+2=
1854: 94-(11+36)=
1855: 59+5-40=
1856: 94-74+42=
1857: 9×2×2=
1858: 89-(12+34)=
1859: 11×9-35=
1860: 61-(73-16)=
1861: 3×14+38=
1862: 70+8-48=
1863: 1×98-22=
1864: 36+56-37=
1865: 87-13×5=
1866: 63-(51-41)=
1867: 94-31×3=
1868: 89-46-34=
1869: 29+26+11=
1870: 16+36+41=
1871: 57-5-2=
1872: 8×8-19=
1873: 41-(78-61)=
1874: 63-(88-39)=
1875: 28+7+12=
1876: 61-1×7=
1877: 1×59-29=
1878: 77-(55-22)=
1879: 51-10+20=
1880: 99×1-11=
1881: 13×7+1=
1882: 12×2+17=
1883: 41+52-87=
1884: 61×1-47=
1885: 96-89+43=
1886: 22+39-52=
1887: 95-(73-46)=
1888: 36-18+60=
1889: 18-7+50=
1890: 78-(87-43)=
1891: 83-(39+3)=
1892: 49+39+10=
1893: 32+42-15=
1894: 4×11+55=
1895: 46+5+33=
1896: 66-19×3=
1897: 10×9-33=
1898: 15+50-58=
1899: 74-(55+6)=
1900: 91-52+17=
1901: 55-31×1=
1902: 14+36-25=
1903: 20+77-53=
1904: 29-(7+7)=
1905: 1+37+17=
1906: 17+66-33=
1907: 27+31-14=
1908: 41-16+3=
1909: 90+4-58=
1910: 49+27-35=
1911: 16+70-44=
1912: 53-(60-19)=
1913: 93-(82-21)=
1914: 87-(2+45)=
1915: 22+25+8=
1916: 64-12+23=
1917: 19+70-44=
1918: 12+80-17=
1919: 24×4-95=
1920: 11+50-12=
1921: 24-10+40=
1922: 1×84-59=
1923: 16+56-39=
1924: 62-(69-24)=
1925: 40+37-62=
1926: 42-(97-85)=
1927: 3×29-38=
1928: 88-26-60=
1929: 41-(45-15)=
1930: 54+6-51=
1931: 85-7-58=
1932: 23-11×2=
1933: 1×38+19=
1934: 40-13-11=
1935: 65-(29+30)=
1936: 92-39+2=
1937: 84-(27+14)=
1938: 1×65-13=
1939: 97-3-79=
1940: 84-73×1=
1941: 16+38-12=
1942: 89-1×63=
1943: 85-50+8=
1944: 62-22-36=
1945: 41+15+22=
1946: 89-(53+21)=
1947: 60+31+6=
1948: 34-(58-48)=
1949: 93-(58-10)=
1950: 91-39+35=
1951: 89-80+17=
1952: 85-(76-2)=
1953: 14+64-74=
1954: 61-10-44=
1955: 34×2-57=
1956: 15+47-52=
1957: 97-2×47=
1958: 92-62+59=
1959: 2+29+34=
1960: 80+7-2=
1961: 58-1×43=
1962: 33×1+55=
1963: 25-(77-70)=
1964: 83-1×45=
1965: 20+56+18=
1966: 12×7-77=
1967: 17+33-37=
1968: 60-1×17=
1969: 50+38-12=
1970: 8+57+30=
1971: 65-19×3=
1972: 75×1+19=
1973: 95-62+2=
1974: 36×2+25=
1975: 83-45+19=
1976: 64-(32+15)=
1977: 51-17×1=
1978: 19+65-80=
1979: 87×1+3=
1980: 9+45+32=
1981: 94-22×4=
1982: 1×4+64=
1983: 59-1×39=
1984: 72-(18+39)=
1985: 51-43+60=
1986: 81-6-18=
1987: 65-(86-63)=
1988: 41+47-86=
1989: 10+31-12=
1990: 92×1-51=
1991: 88-60+26=
1992: 95-4-57=
1993: 2×2+75=
1994: 8+75-47=
1995: 3×6+14=
1996: 85+8-52=
1997: 63-1×42=
1998: 25×3+10=
1999: 54-(89-58)=
2000: 97-19-69=
2001: 3×12+59=
2002: 33×3-75=
2003: 33+57-25=
2004: 77-76+27=
2005: 56-(80-35)=
2006: 7+85-28=
2007: 41-(88-63)=
2008: 79-1×10=
2009: 72-65+56=
2010: 64-21×2=
2011: 66-(59-40)=
2012: 10+1+7=
2013: 45+49-28=
2014: 1×89-81=
2015: 83-71-11=
2016: 88-20+19=
2017: 34-27+73=
2018: 7+75+7=
2019: 8×10-43=
2020: 36-(6+11)=
2021: 93-6-37=
2022: 9×5+39=
2023: 22+54-59=
2024: 12×4-31=
2025: 1×12+72=
2026: 93-(20+24)=
2027: 65+26-57=
2028: 1×97-96=
2029: 15×3+19=
2030: 87-15+1=
2031: 50+15-9=
2032: 60×1+29=
2033: 88-(94-45)=
2034: 69-9-43=
2035: 63-19+26=
2036: 37-(10+6)=
2037: 98-19-41=
2038: 98-16-69=
2039: 56-46+34=
2040: 38+60-21=
2041: 86-26+30=
2042: 80-10+11=
2043: 86-77+42=
2044: 33-3+43=
2045: 3×7+61=
2046: 61-2×15=
2047: 26-(74-57)=
2048: 5×6+30=
2049: 1×84-79=
2050: 97-87+11=
2051: 38-(82-49)=
2052: 16+49-43=
2053: 83-1×33=
2054: 9×11-69=
2055: 11+80-46=
2056: 32-10+58=
2057: 49×2-14=
2058: 40-(77-65)=
2059: 1×96-65=
2060: 98-92+80=
2061: 27-10×2=
2062: 28-(89-77)=
2063: 76-42-30=
2064: 19+40+17=
2065: 8×11-40=
2066: 80-4×10=
2067: 19+44+34=
2068: 50+13+19=
2069: 12-1+26=
2070: 72-(64-9)=
2071: 77-58+71=
2072: 98-74+60=
2073: 85+12-79=
2074: 10×8-68=
2075: 84-35×2=
2076: 48+42-69=
2077: 47+26-46=
2078: 80-71+8=
2079: 85-21×3=
2080: 55-23-7=
2081: 73-7×2=
2082: 92-48×1=
2083: 56-(88-78)=
2084: 1×55+29=
2085: 51+34+9=
2086: 4×16-54=
2087: 78-5+3=
2088: 67-(8+24)=
2089: 24+47-64=
2090: 14+82-68=
2091: 1×85-30=
2092: 93-(80-23)=
2093: 71-1×63=
2094: 16×3-42=
2095: 4+51+15=
2096: 83-74+32=
2097: 2×31-51=
2098: 62-(9-5)=
2099: 68-53+76=
2100: 87-(21+24)=
2101: 22-(68-65)=
2102: 39+31-12=
2103: 94-75+35=
2104: 22×1+40=
2105: 56-(74-63)=
2106: 58-(72-15)=
2107: 39+35-21=
2108: 96-(32+26)=
2109: 10+71+14=
2110: 98×1-36=
2111: 86-(67-26)=
2112: 12+21-4=
2113: 60-7×7=
2114: 65-55+18=
2115: 1×76-42=
2116: 22×3+25=
2117: 1×76-40=
2118: 28-10+73=
2119: (55-55)×55=
2120: 8+54-39=
2121: 30×2-36=
2122: 95-(98-39)=
2123: (59+2)×1=
2124: 47-6-35=
2125: 90-(19-16)=
2126: 62+31-16=
2127: 18×1+63=
2128: 62-(86-30)=
2129: 57+18-69=
2130: 8×12-19=
2131: 56-(31-8)=
2132: 79-50-27=
2133: 81-41+10=
2134: 5+72-1=
2135: 62-1×43=
2136: 42+8+9=
2137: 52+32-41=
2138: 4×16+20=
2139: 10×5-33=
2140: 72-53+57=
2141: 28+40-21=
2142: 60-(72-48)=
2143: 66-17-11=
2144: 76-(52-15)=
2145: 30-23+17=
2146: 60+31-73=
2147: 67+30-80=
2148: 92×1-51=
2149: 16×6-67=
2150: 23-(67-62)=
2151: 1×96-78=
2152: 97-43-10=
2153: 29×3-22=
2154: 83-(94-25)=
2155: 95-(2+57)=
2156: 50+18-51=
2157: 30+68-73=
2158: 81-(53+5)=
2159: 3×30-40=
2160: 16+9+1=
2161: 2+51-39=
2162: 61×1-43=
2163: 46+44-61=
2164: 78+12-4=
2165: 62-5×12=
2166: 16×2+33=
2167: 94-31+36=
2168: 13-(10-9)=
2169: 4×19+4=
2170: 58-13×1=
2171: 1×19-8=
2172: 45-(32-12)=
2173: 22+24-3=
2174: 3+87-11=
2175: 62-23+11=
2176: 66-(13+4)=
2177: 94-70+59=
2178: 90-4×14=
2179: 95-81+63=
2180: 43-34+10=
2181: 84-(51-36)=
2182: 79-(26+45)=
2183: 74+7+9=
2184: 35+16-37=
2185: 97-(81-75)=
2186: 73-2×11=
2187: 27×2-1=
2188: 11×9-58=
2189: 73+5-33=
2190: 18+53-2=
2191: 46-19+17=
2192: 13+18+63=
2193: 72-36-9=
2194: 33-30+57=
2195: 80-16-39=
2196: 64-(28+27)=
2197: 12+49-49=
2198: 29+51-40=
2199: 63-18-32=
2200: 1×79-78=
2201: 67-(1+13)=
2202: 55-(40+10)=
2203: 21+41-44=
2204: 2×29-55=
2205: 59+15-4=
2206: 58-45+46=
2207: 61+3-47=
2208: (89+6)×1=
2209: 65-3×15=
2210: 23+53-53=
2211: 39-15+56=
2212: 16-(93-84)=
2213: 82-(89-72)=
2214: 22×1+48=
2215: 70+5+4=
2216: 94-1×10=
2217: 11+38-42=
2218: 3×24+8=
2219: 99-(74-3)=
2220: 62-(76-21)=
2221: 54-8-2=
2222: 11+55+33=
2223: 87-1×53=
2224: 15×3-25=
2225: 10×8-48=
2226: 93-29×3=
2227: 17+70-85=
2228: 84+6-63=
2229: 87-2×43=
2230: 21-(14+3)=
2231: 84×1-64=
2232: 77-(52-10)=
2233: 71-1×7=
2234: 33+3+31=
2235: 84×1-7=
2236: 66-(39+17)=
2237: 32+37-65=
2238: 8×9+1=
2239: 33×1+29=
2240: 87-9-8=
2241: 58+24-14=
2242: 57+41-33=
2243: 65+20-81=
2244: 74+4-75=
2245: 64-44+39=
2246: 2+85-4=
2247: 71-(85-16)=
2248: 93-(37-10)=
2249: 92-32+20=
2250: 97-11+11=
2251: 2×20-19=
2252: 72-(13+40)=
2253: 41+14-48=
2254: 97-7×8=
2255: 43-23+21=
2256: 52-1-36=
2257: 75+16-84=
2258: 75-1×30=
2259: 1×81-13=
2260: 9+88-14=
2261: 69-(46+3)=
2262: (25-21)×16=
2263: 94-22-24=
2264: 87-(6+5)=
2265: 1×27+67=
2266: 30×2+20=
2267: 4×17+25=
2268: 3×23-34=
2269: 20×4-72=
2270: 46+2+37=
2271: 1×28-9=
2272: 76+18-41=
2273: 25+37+18=
2274: 71-(46+4)=
2275: 86-(84-40)=
2276: 95-3-33=
2277: 35+39-45=
2278: 76+2-49=
2279: 1×4+74=
2280: 37-1×14=
2281: 40×2-17=
2282: 32-18+16=
2283: 15×2-11=
2284: 37×2+9=
2285: (58-51)×10=
2286: 3×26-3=
2287: 78-9×7=
2288: 90-63×1=
2289: 64-63+68=
2290: 98-46×1=
2291: 64+2+5=
2292: 97-(35+51)=
2293: 5+33+30=
2294: 13×7-22=
2295: 5×17+11=
2296: 42-6×2=
2297: 27-2×4=
2298: 85-33+40=
2299: 83-(95-73)=
2300: 10×8-71=
2301: 2×36-49=
2302: 60-(79-54)=
2303: 2×27-25=
2304: 39×1+16=
2305: 14+66-61=
2306: 73-(93-84)=
2307: 40+57-68=
2308: 94-21×4=
2309: 72-(12+42)=
2310: 18-(61-51)=
2311: 67-(29+35)=
2312: 74-5×9=
2313: 46-23-13=
2314: 90-14×3=
2315: 42-5×7=
2316: 80-(77-43)=
2317: 63-(7+26)=
2318: 1×77-57=
2319: 80-(64-12)=
2320: 72-63+87=
2321: 6+19+31=
2322: 4+65-57=
2323: 22×4-24=
2324: 31-18+22=
2325: 85-16+14=
2326: 33+35+2=
2327: 37+4+35=
2328: 1×40+36=
2329: (94-94)×34=
2330: 3+66-62=
2331: 3+87-81=
2332: 2×32+4=
2333: 37+8-37=
2334: 1×38+61=
2335: 6×12+13=
2336: 23×3+11=
2337: 86-(60+15)=
2338: 32-1×27=
2339: 99-(87+5)=
2340: 91-(2+31)=
2341: 85-(59-25)=
2342: 61+33-18=
2343: 3×31-27=
2344: 84-41+7=
2345: 3+93-14=
2346: 40-(21+2)=
2347: 24+69-50=
2348: 58-(97-95)=
2349: 84-30+34=
2350: 69-7-57=
2351: 44-32+27=
2352: 2×1+33=
2353: 13×5-32=
2354: 1×6+87=
2355: 6+52+10=
2356: 54+13+14=
2357: 1×46-21=
2358: 44-(60-52)=
2359: 12+66+19=
2360: 74-17-56=
2361: 7×5-24=
2362: 13+57-13=
2363: 69-11-34=
2364: 22-(1+20)=
2365: 74-5-32=
2366: 7×2+50=
2367: 18-4-6=
2368: 1×4+93=
2369: 54+42-57=
2370: 86-18-28=
2371: 78+9-71=
2372: 55-1×41=
2373: 40+56-46=
2374: 14+63-8=
2375: 48-3-14=
2376: 55+32-10=
2377: 64-38-10=
2378: 38-(9+27)=
2379: 92-8+15=
2380: 55+39-56=
2381: 11×9-41=
2382: 11+10+34=
2383: 86-(20+34)=
2384: (19+9)×3=
2385: 19-16+71=
2386: 83-(66-8)=
2387: 3×31+4=
2388: 78-21×1=
2389: 85-2×34=
2390: 58-46+87=
2391: 1×5+85=
2392: 39-(88-66)=
2393: 49+19-13=
2394: 73+17+7=
2395: 20+54-58=
2396: 14+51-59=
2397: 74-(62-56)=
2398: 79-48+57=
2399: 32-(9-1)=
2400: 2×39-61=
2401: 30+31-25=
2402: 20+66-53=
2403: 90-35+34=
2404: 12+56+1=
2405: 23×2-40=
2406: 81-(54-18)=
2407: 65-5+19=
2408: 84-44+46=
2409: 53-15-34=
2410: 15+35+42=
2411: 54+43+1=
2412: 56×1-42=
2413: 99×1-74=
2414: 87-(36+43)=
2415: 2×49-4=
2416: 10+71-36=
2417: 1×83+1=
2418: 52-(76-58)=
2419: 51+11+22=
2420: 47-38×1=
2421: 66-(73-56)=
2422: 6×12+27=
2423: 22-9+66=
2424: 99×1-68=
2425: 1×99-20=
2426: 85-78+8=
2427: 22+21-28=
2428: 66+23-76=
2429: 9×4+30=
2430: 7×2+52=
2431: 78-(71-54)=
2432: 21-9+61=
2433: 85-(10+56)=
2434: 2×41-5=
2435: 72+17-77=
2436: 31-(12-8)=
2437: 2×34-9=
2438: 88-32×2=
2439: 9×11-14=
2440: 97-2×42=
2441: 86-(84-38)=
2442: 56+38-28=
2443: 96-40×2=
2444: 2+40-2=
2445: 47-19+29=
2446: 75-2×11=
2447: 15-9+47=
2448: 96-(43+34)=
2449: 79+5-46=
2450: 10×2-8=
2451: 6+21+52=
2452: 13-4+63=
2453: 63+22-14=
2454: 57-12×4=
2455: 99-28-15=
2456: 17+6+10=
2457: 63+3-52=
2458: 81+18-55=
2459: 54-30+33=
2460: 95-10×6=
2461: 13+11+30=
2462: 8×10-35=
2463: 62-61×1=
2464: 1×96-68=
2465: 26-(4+16)=
2466: 51+4-14=
2467: 18-(38-31)=
2468: 98-4-66=
2469: 1×47-38=
2470: 31-1×26=
2471: 50-17-10=
2472: 6+54-55=
2473: 43+13-39=
2474: 33-32+31=
2475: 36-9-21=
2476: 7×7+30=
2477: 81-60+29=
2478: 79+2-6=
2479: 39+29-31=
2480: 18×5-53=
2481: 3×33-90=
2482: 39-29×1=
2483: 92-16-40=
2484: 56+15-69=
2485: 71-69×1=
2486: 8×1+74=
2487: 24×4-81=
2488: 60-60+29=
2489: 96-31+22=
2490: 30-(97-81)=
2491: 7×2+28=
2492: 83+8-66=
2493: 70-47×1=
2494: 36×2+17=
2495: 26+27-32=
2496: 94-37+11=
2497: 43-(51-19)=
2498: 61-9+23=
2499: 61-(96-65)=
2500: 32-4-9=
2501: 77-1×76=
2502: 70-(29+37)=
2503: 12+11-16=
2504: 72×1-29=
2505: 85-79+4=
2506: 18+56-18=
2507: 97-28-26=
2508: 51+34-17=
2509: 5+71-22=
2510: 27+5+46=
2511: 89-56+24=
2512: 57+42-9=
2513: 4×6+38=
2514: 54-15-22=
2515: 96-78-9=
2516: 34×2-49=
2517: 25+34+40=
2518: 73-1×55=
2519: 20+12-7=
2520: 98-44-43=
2521: 73-(42+25)=
2522: 18+31+48=
2523: 20-(44-38)=
2524: 48-(1+45)=
2525: 96-5×13=
2526: 9×4-28=
2527: 93-48-37=
2528: 77-(21-6)=
2529: 62-(4+24)=
2530: 51-1×47=
2531: 95-2×35=
2532: 92-49-10=
2533: 2×30-59=
2534: 6×10-59=
2535: 61×1-53=
2536: 31-(58-56)=
2537: 19×5-28=
2538: 70-(97-30)=
2539: 92-5+7=
2540: 47×2-35=
2541: 1×72+24=
2542: 94-1×57=
